Star_sector,Tmag,rhat,p,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,value,err1,err2,Pipeline
TIC_140691463_11,12.0166,1.0,2.0845435,0.1129534711624264,0.0023797565778414897,-0.0023797565778414897,0.1224518,0.0034691,-0.0024625,TGLC
TIC_140691463_32,12.0166,1.0,2.0845435,0.1129534711624264,0.0023797565778414897,-0.0023797565778414897,0.121605,0.0018643,-0.001461,TGLC
TIC_140691463_28,12.0166,1.0,2.0845435,0.1129534711624264,0.0023797565778414897,-0.0023797565778414897,0.124991,0.0023967,-0.0016608,TGLC
TIC_140691463_35,12.0166,1.0,2.0845435,0.1129534711624264,0.0023797565778414897,-0.0023797565778414897,0.1256287,0.0024463,-0.0018634,TGLC
TIC_140691463_38,12.0166,1.04,2.0845435,0.1129534711624264,0.0023797565778414897,-0.0023797565778414897,0.1208721,0.0023278,-0.0016144,TGLC
TIC_140691463_34,12.0166,1.0,2.0845435,0.1129534711624264,0.0023797565778414897,-0.0023797565778414897,0.123765,0.0022393,-0.0017325,TGLC
TIC_140691463_12,12.0166,1.0,2.0845435,0.1129534711624264,0.0023797565778414897,-0.0023797565778414897,0.1230274,0.0031464,-0.0023791,TGLC
TIC_140691463_39,12.0166,1.0,2.0845435,0.1129534711624264,0.0023797565778414897,-0.0023797565778414897,0.119153,0.0017377,-0.0014746,TGLC
TIC_140691463_29,12.0166,1.0,2.0845435,0.1129534711624264,0.0023797565778414897,-0.0023797565778414897,0.123556,0.0023906,-0.0020287,TGLC
TIC_179317684_13,10.8719,1.0,4.231306,0.09273489599134106,0.00254081406131402,-0.00254081406131402,0.0862923,0.0010605,-0.0011011,TGLC
TIC_179317684_35,10.8719,1.0,4.231306,0.09273489599134106,0.00254081406131402,-0.00254081406131402,0.0867261,0.0010761,-0.0011753,TGLC
TIC_179317684_30,10.8719,1.0,4.231306,0.09273489599134106,0.00254081406131402,-0.00254081406131402,0.0849473,0.0007849,-0.0008205,TGLC
TIC_179317684_10,10.8719,1.0,4.231306,0.09273489599134106,0.00254081406131402,-0.00254081406131402,0.0981587,0.0011261,-0.0011885,TGLC
TIC_179317684_29,10.8719,1.0,4.231306,0.09273489599134106,0.00254081406131402,-0.00254081406131402,0.0856274,0.0008576,-0.0008448,TGLC
TIC_179317684_37,10.8719,1.01,4.231306,0.09273489599134106,0.00254081406131402,-0.00254081406131402,0.0875701,0.0007307,-0.0007465,TGLC
TIC_179317684_11,10.8719,1.0,4.231306,0.09273489599134106,0.00254081406131402,-0.00254081406131402,0.0863152,0.001015,-0.001024,TGLC
