# *******************************************************************************
# Ephemeris / WWW_USER Tue Nov 26 12:01:43 2024 Pasadena, USA      / Horizons
# *******************************************************************************
# Target body name: TESS (spacecraft) (-95)         {source: TESS_merged}
# Center body name: Solar System Barycenter (0)     {source: DE441}
# Center-site name: BODY CENTER
# *******************************************************************************
# Start time      : A.D. 2023-Dec-01 00:00:00.0000 TDB
# Stop  time      : A.D. 2025-Jan-31 00:00:00.0000 TDB
# Step-size       : 60 minutes
# *******************************************************************************
# Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
# Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
# Center radii    : (undefined)
# Output units    : AU-D
# Calendar mode   : Mixed Julian/Gregorian
# Output type     : GEOMETRIC cartesian states
# Output format   : 4 (position, LT, range, and range-rate)
# Reference frame : ICRF
# *******************************************************************************
#             JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     LT,                     RG,                     RR,
# **************************************************************************************************************************************************************************************************
# $$SOE
JDTDB,Calendar Date (TDB),X,Y,Z,LT,RG,RR,
2460281.583333333, A.D. 2023-Dec-03 02:00:00.0000,  3.249729175351801E-01,  8.510107064352675E-01,  3.682933269494549E-01,  5.674918024169601E-03,  9.825815967512713E-01, -8.647686373429434E-05,
2460281.625000000, A.D. 2023-Dec-03 03:00:00.0000,  3.242705883140107E-01,  8.512268363175478E-01,  3.684028889844157E-01,  5.674896380665952E-03,  9.825778492947822E-01, -9.341326191234460E-05,
2460281.666666667, A.D. 2023-Dec-03 04:00:00.0000,  3.235679714938562E-01,  8.514421802913630E-01,  3.685122468340609E-01,  5.674873059065009E-03,  9.825738112847535E-01, -1.004236819317882E-04,
2460281.708333333, A.D. 2023-Dec-03 05:00:00.0000,  3.228650689580834E-01,  8.516567351452188E-01,  3.686213978881405E-01,  5.674848041372970E-03,  9.825694796056551E-01, -1.075096314359441E-04,
2460281.750000000, A.D. 2023-Dec-03 06:00:00.0000,  3.221618826279268E-01,  8.518704976127818E-01,  3.687303394803627E-01,  5.674821309228971E-03,  9.825648510784017E-01, -1.146726535060915E-04,
2460281.791666667, A.D. 2023-Dec-03 07:00:00.0000,  3.214584144645215E-01,  8.520834643716745E-01,  3.688390688859924E-01,  5.674792843896470E-03,  9.825599224588619E-01, -1.219143274092243E-04,
2460281.833333333, A.D. 2023-Dec-03 08:00:00.0000,  3.207546664710347E-01,  8.522956320422552E-01,  3.689475833193511E-01,  5.674762626254453E-03,  9.825546904363347E-01, -1.292362693429108E-04,
2460281.875000000, A.D. 2023-Dec-03 09:00:00.0000,  3.200506406948958E-01,  8.525069971863808E-01,  3.690558799312110E-01,  5.674730636788456E-03,  9.825491516319952E-01, -1.366401331760296E-04,
2460281.916666667, A.D. 2023-Dec-03 10:00:00.0000,  3.193463392301458E-01,  8.527175563061586E-01,  3.691639558060722E-01,  5.674696855581412E-03,  9.825433025973104E-01, -1.441276111769759E-04,
2460281.958333333, A.D. 2023-Dec-03 11:00:00.0000,  3.186417642198938E-01,  8.529273058426839E-01,  3.692718079593276E-01,  5.674661262304321E-03,  9.825371398124227E-01, -1.517004347339842E-04,
2460282.000000000, A.D. 2023-Dec-03 12:00:00.0000,  3.179369178589083E-01,  8.531362421747681E-01,  3.693794333342957E-01,  5.674623836206753E-03,  9.825306596845069E-01, -1.593603750550243E-04,
2460282.041666667, A.D. 2023-Dec-03 13:00:00.0000,  3.172318023963301E-01,  8.533443616176567E-01,  3.694868287991296E-01,  5.674584556107183E-03,  9.825238585460955E-01, -1.671092438519084E-04,
2460282.083333333, A.D. 2023-Dec-03 14:00:00.0000,  3.165264201385322E-01,  8.535516604217418E-01,  3.695939911435812E-01,  5.674543400383163E-03,  9.825167326533776E-01, -1.749488939953145E-04,
2460282.125000000, A.D. 2023-Dec-03 15:00:00.0000,  3.158207734521261E-01,  8.537581347712699E-01,  3.697009170756207E-01,  5.674500346961347E-03,  9.825092781844719E-01, -1.828812201380009E-04,
2460282.166666667, A.D. 2023-Dec-03 16:00:00.0000,  3.151148647671219E-01,  8.539637807830460E-01,  3.698076032179066E-01,  5.674455373307356E-03,  9.825014912376714E-01, -1.909081592997387E-04,
2460282.208333333, A.D. 2023-Dec-03 17:00:00.0000,  3.144086965802611E-01,  8.541685945051433E-01,  3.699140461040855E-01,  5.674408456415526E-03,  9.824933678296693E-01, -1.990316913987722E-04,
2460282.250000000, A.D. 2023-Dec-03 18:00:00.0000,  3.137022714585210E-01,  8.543725719156130E-01,  3.700202421749294E-01,  5.674359572798517E-03,  9.824849038937586E-01, -2.072538397273813E-04,
2460282.291666667, A.D. 2023-Dec-03 19:00:00.0000,  3.129955920428105E-01,  8.545757089212090E-01,  3.701261877742861E-01,  5.674308698476837E-03,  9.824760952780188E-01, -2.155766713527073E-04,
2460282.333333333, A.D. 2023-Dec-03 20:00:00.0000,  3.122886610518665E-01,  8.547780013561240E-01,  3.702318791448412E-01,  5.674255808968257E-03,  9.824669377434834E-01, -2.240022974347847E-04,
2460282.375000000, A.D. 2023-Dec-03 21:00:00.0000,  3.115814812863584E-01,  8.549794449807449E-01,  3.703373124236830E-01,  5.674200879277179E-03,  9.824574269622987E-01, -2.325328734496604E-04,
2460282.416666667, A.D. 2023-Dec-03 22:00:00.0000,  3.108740556332257E-01,  8.551800354804372E-01,  3.704424836376490E-01,  5.674143883883950E-03,  9.824475585158741E-01, -2.411705992983445E-04,
2460282.458333333, A.D. 2023-Dec-03 23:00:00.0000,  3.101663870702472E-01,  8.553797684643594E-01,  3.705473886984574E-01,  5.674084796734175E-03,  9.824373278930302E-01, -2.499177192937224E-04,
2460282.500000000, A.D. 2023-Dec-04 00:00:00.0000,  3.094584786708743E-01,  8.555786394643191E-01,  3.706520233975976E-01,  5.674023591228035E-03,  9.824267304881523E-01, -2.587765220003464E-04,
2460282.541666667, A.D. 2023-Dec-04 01:00:00.0000,  3.087503336093209E-01,  8.557766439336831E-01,  3.707563834009714E-01,  5.673960240209689E-03,  9.824157615993511E-01, -2.677493399117121E-04,
2460282.583333333, A.D. 2023-Dec-04 02:00:00.0000,  3.080419551659971E-01,  8.559737772463304E-01,  3.708604642432809E-01,  5.673894715956767E-03,  9.824044164266479E-01, -2.768385489356190E-04,
2460282.625000000, A.D. 2023-Dec-04 03:00:00.0000,  3.073333467331449E-01,  8.561700346956999E-01,  3.709642613221301E-01,  5.673826990169968E-03,  9.823926900701700E-01, -2.860465676757780E-04,
2460282.666666667, A.D. 2023-Dec-04 04:00:00.0000,  3.066245118209105E-01,  8.563654114939009E-01,  3.710677698918384E-01,  5.673757033962935E-03,  9.823805775283998E-01, -2.953758564531962E-04,
2460282.708333333, A.D. 2023-Dec-04 05:00:00.0000,  3.059154540637075E-01,  8.565599027709242E-01,  3.711709850569503E-01,  5.673684817852333E-03,  9.823680736964564E-01, -3.048289160575571E-04,
2460282.750000000, A.D. 2023-Dec-04 06:00:00.0000,  3.052061772269687E-01,  8.567535035739693E-01,  3.712739017654156E-01,  5.673610311748313E-03,  9.823551733644439E-01, -3.144082861741534E-04,
2460282.791666667, A.D. 2023-Dec-04 07:00:00.0000,  3.044966852142926E-01,  8.569462088668975E-01,  3.713765148014286E-01,  5.673533484945374E-03,  9.823418712158696E-01, -3.241165434489435E-04,
2460282.833333333, A.D. 2023-Dec-04 08:00:00.0000,  3.037869820750088E-01,  8.571380135298327E-01,  3.714788187779094E-01,  5.673454306113728E-03,  9.823281618261487E-01, -3.339562991449718E-04,
2460282.875000000, A.D. 2023-Dec-04 09:00:00.0000,  3.030770720121992E-01,  8.573289123589353E-01,  3.715808081286020E-01,  5.673372743291311E-03,  9.823140396612213E-01, -3.439301963321543E-04,
2460282.916666667, A.D. 2023-Dec-04 10:00:00.0000,  3.023669593911975E-01,  8.575189000663717E-01,  3.716824770997711E-01,  5.673288763876517E-03,  9.822994990762950E-01, -3.540409065540802E-04,
2460282.958333333, A.D. 2023-Dec-04 11:00:00.0000,  3.016566487485977E-01,  8.577079712805024E-01,  3.717838197414799E-01,  5.673202334621802E-03,  9.822845343147346E-01, -3.642911259073323E-04,
2460283.000000000, A.D. 2023-Dec-04 12:00:00.0000,  3.009461448018134E-01,  8.578961205463269E-01,  3.718848298984203E-01,  5.673113421628305E-03,  9.822691395071357E-01, -3.746835704541780E-04,
2460283.041666667, A.D. 2023-Dec-04 13:00:00.0000,  3.002354524592183E-01,  8.580833423262169E-01,  3.719855012002745E-01,  5.673021990341695E-03,  9.822533086706007E-01, -3.852209708881510E-04,
2460283.083333333, A.D. 2023-Dec-04 14:00:00.0000,  2.995245787603055E-01,  8.582696511939086E-01,  3.720858314441777E-01,  5.672928120463309E-03,  9.822370556049885E-01, -3.958955743739653E-04,
2460283.125000000, A.D. 2023-Dec-04 15:00:00.0000,  2.988135252402355E-01,  8.584550015051172E-01,  3.721858051001840E-01,  5.672831548850921E-03,  9.822203347486346E-01, -4.067308298118569E-04,
2460283.166666667, A.D. 2023-Dec-04 16:00:00.0000,  2.981022993058263E-01,  8.586394072456460E-01,  3.722854194006681E-01,  5.672732351397327E-03,  9.822031592419698E-01, -4.177192438338525E-04,
2460283.208333333, A.D. 2023-Dec-04 17:00:00.0000,  2.973909067435049E-01,  8.588228625622575E-01,  3.723846670090342E-01,  5.672630490918078E-03,  9.821855226467062E-01, -4.288635334823083E-04,
2460283.250000000, A.D. 2023-Dec-04 18:00:00.0000,  2.966793535915143E-01,  8.590053615285655E-01,  3.724835403176025E-01,  5.672525929577898E-03,  9.821674184118689E-01, -4.401663888057960E-04,
2460283.291666667, A.D. 2023-Dec-04 19:00:00.0000,  2.959676461544531E-01,  8.591868981484723E-01,  3.725820314346170E-01,  5.672418628898635E-03,  9.821488398751723E-01, -4.516304605910699E-04,
2460283.333333333, A.D. 2023-Dec-04 20:00:00.0000,  2.952557910187209E-01,  8.593674663602665E-01,  3.726801321706006E-01,  5.672308549770323E-03,  9.821297802649357E-01, -4.632583463859049E-04,
2460283.375000000, A.D. 2023-Dec-04 21:00:00.0000,  2.945437950689412E-01,  8.595470600414858E-01,  3.727778340240193E-01,  5.672195652465896E-03,  9.821102327026308E-01, -4.750525745916686E-04,
2460283.416666667, A.D. 2023-Dec-04 22:00:00.0000,  2.938316655054135E-01,  8.597256730146177E-01,  3.728751281662347E-01,  5.672079896659936E-03,  9.820901902061278E-01, -4.870155863964390E-04,
2460283.458333333, A.D. 2023-Dec-04 23:00:00.0000,  2.931194098626682E-01,  8.599032990537577E-01,  3.729720054257112E-01,  5.671961241452101E-03,  9.820696456937522E-01, -4.991497152796766E-04,
2460283.500000000, A.D. 2023-Dec-05 00:00:00.0000,  2.924070360291878E-01,  8.600799318923261E-01,  3.730684562714540E-01,  5.671839645395745E-03,  9.820485919892401E-01, -5.114571637980095E-04,
2460283.541666667, A.D. 2023-Dec-05 01:00:00.0000,  2.916945522683641E-01,  8.602555652319859E-01,  3.731644707956462E-01,  5.671715066532529E-03,  9.820270218277294E-01, -5.239399773162103E-04,
2460283.583333333, A.D. 2023-Dec-05 02:00:00.0000,  2.909819672408187E-01,  8.604301927529021E-01,  3.732600386954685E-01,  5.671587462433808E-03,  9.820049278629287E-01, -5.366000143110979E-04,
2460283.625000000, A.D. 2023-Dec-05 03:00:00.0000,  2.902692900280367E-01,  8.606038081254969E-01,  3.733551492540674E-01,  5.671456790249465E-03,  9.819823026755699E-01, -5.494389128452618E-04,
2460283.666666667, A.D. 2023-Dec-05 04:00:00.0000,  2.895565301575643E-01,  8.607764050238879E-01,  3.734497913206676E-01,  5.671323006765465E-03,  9.819591387833746E-01, -5.624580527289180E-04,
2460283.708333333, A.D. 2023-Dec-05 05:00:00.0000,  2.888436976297317E-01,  8.609479771412084E-01,  3.735439532898048E-01,  5.671186068471020E-03,  9.819354286526840E-01, -5.756585128614581E-04,
2460283.750000000, A.D. 2023-Dec-05 06:00:00.0000,  2.881308029460403E-01,  8.611185182070350E-01,  3.736376230796761E-01,  5.671045931636698E-03,  9.819111647119813E-01, -5.890410231682383E-04,
2460283.791666667, A.D. 2023-Dec-05 07:00:00.0000,  2.874178571392805E-01,  8.612880220071594E-01,  3.737307881096101E-01,  5.670902552404744E-03,  9.818863393675314E-01, -6.026059104957866E-04,
2460283.833333333, A.D. 2023-Dec-05 08:00:00.0000,  2.867048718054838E-01,  8.614564824059989E-01,  3.738234352766647E-01,  5.670755886893282E-03,  9.818609450214234E-01, -6.163530377400244E-04,
2460283.875000000, A.D. 2023-Dec-05 09:00:00.0000,  2.859918591377844E-01,  8.616238933719412E-01,  3.739155509313759E-01,  5.670605891316033E-03,  9.818349740922978E-01, -6.302817354240199E-04,
2460283.916666667, A.D. 2023-Dec-05 10:00:00.0000,  2.852788319622766E-01,  8.617902490059729E-01,  3.740071208526971E-01,  5.670452522119510E-03,  9.818084190391023E-01, -6.443907248431904E-04,
2460283.958333333, A.D. 2023-Dec-05 11:00:00.0000,  2.845658037759394E-01,  8.619555435739571E-01,  3.740981302221860E-01,  5.670295736139777E-03,  9.817812723882331E-01, -6.586780318218957E-04,
2460284.000000000, A.D. 2023-Dec-05 12:00:00.0000,  2.838527887867076E-01,  8.621197715430030E-01,  3.741885635975132E-01,  5.670135490781252E-03,  9.817535267644935E-01, -6.731408900097290E-04,
2460284.041666667, A.D. 2023-Dec-05 13:00:00.0000,  2.831398019557364E-01,  8.622829276223711E-01,  3.742784048854010E-01,  5.669971744220115E-03,  9.817251749263137E-01, -6.877756325656270E-04,
2460284.083333333, A.D. 2023-Dec-05 14:00:00.0000,  2.824268590419067E-01,  8.624450068094381E-01,  3.743676373141298E-01,  5.669804455635321E-03,  9.816962098057488E-01, -7.025775709604677E-04,
2460284.125000000, A.D. 2023-Dec-05 15:00:00.0000,  2.817139766485913E-01,  8.626060044412861E-01,  3.744562434057834E-01,  5.669633585470476E-03,  9.816666245538219E-01, -7.175408595265437E-04,
